test_name,start_time,end_time,cfg_if_txqlen,cfg_use_uring,cfg_parallel,cfg_poll_trigger,cfg_poll_timeout,cfg_queue_depth,cfg_buffer_size,cpu_affinity,reads_cnt,reads_success,reads_failed,writes_cnt,writes_success,writes_failed,syscall_cnt,real,cpu_time,user,sys,cpu_percent,iops_nat1,iopcpus_nat1,eth1_tx_packets,eth1_tx_bytes,eth1_tx_errors,eth1_tx_drops,eth1_tx_overrun,eth1_rx_packets,eth1_rx_bytes,eth1_rx_errors,eth1_rx_drops,eth1_rx_overrun,eth1_pps,eth1_bps,eth1_bitps,eth1_packet_loss,nat1_tx_packets,nat1_tx_bytes,nat1_tx_errors,nat1_tx_drops,nat1_tx_overrun,nat1_rx_packets,nat1_rx_bytes,nat1_rx_errors,nat1_rx_drops,nat1_rx_overrun,nat1_pps,nat1_bps,nat1_bitps,nat1_packet_loss,eth2_tx_packets,eth2_tx_bytes,eth2_tx_errors,eth2_tx_drops,eth2_tx_overrun,eth2_rx_packets,eth2_rx_bytes,eth2_rx_errors,eth2_rx_drops,eth2_rx_overrun,eth2_pps,eth2_bps,eth2_bitps,eth2_packet_loss,context_switches,voluntary_context_switches,involuntary_context_switches
liburing8_32G_4800Mbit,58392.57246025,58463.133913310,1000,2,0,1000,1000,8,2048,0,12386462,12386454,8,12386454,12386454,0,3980637,71.76667,70.116039,6.370703,63.745336,98,348000,353000,21,2528,0,0,0,20390100,30381216006,0,0,0,286000,427446000,3419568000,0.00,12386454,18282348668,0,8003665,0,12386454,18282348668,0,0,0,174000,257222000,2057776000,39.25,12271619,18284679292,0,0,0,22,2570,0,0,0,172000,257255000,2058040000,0.00,2853,2653,200
liburing8_32G_4800Mbit,58465.138885185,58535.142602359,1000,2,0,1000,1000,8,2048,0,12054687,12054687,0,12054687,12054687,0,3895694,70.3717,69.20485,6.413408,62.607077,98,344000,349000,21,2500,0,0,0,19760800,29443560394,0,0,0,282000,420604000,3364832000,0.00,12054687,17792664831,0,7706130,0,12054687,17792664831,0,0,0,172000,254170000,2033360000,39.00,11878995,17699673815,0,0,0,20,2458,0,0,0,169000,252841000,2022728000,0.00,4461,3991,470
liburing8_32G_4800Mbit,58537.147770268,58608.66327520,1000,2,0,1000,1000,8,2048,0,12634053,12634053,0,12634053,12634053,0,3837882,70.918557,70.91847,6.91466,64.381,98,356000,360000,21,2507,0,0,0,20617751,30720414536,0,0,0,290000,433182000,3465456000,0.00,12634053,18647804783,0,7983715,0,12634053,18647804783,0,0,0,178000,262948000,2103584000,38.72,12455803,18559113464,0,0,0,20,2465,0,0,0,175000,261698000,2093584000,0.00,2808,2541,267
liburing8_32G_4800Mbit,58610.71242299,58681.413586532,1000,2,0,1000,1000,8,2048,0,12726299,12726299,0,12726299,12726299,0,3954922,71.342344,70.337147,6.375842,63.961305,98,356000,361000,22,2547,0,0,0,20614292,30715263475,0,0,0,288000,430535000,3444280000,0.00,12726299,18783964149,0,7888010,0,12726299,18783964149,0,0,0,178000,263294000,2106352000,38.26,12577966,18741139158,0,0,0,21,2505,0,0,0,176000,262694000,2101552000,0.00,3154,2967,187
liburing8_32G_4800Mbit,58683.418435223,58754.701749071,1000,2,0,1000,1000,8,2048,0,12574451,12574451,0,12574451,12574451,0,4137060,71.283313,70.468307,6.704975,63.763332,98,352000,356000,21,2505,0,0,0,20289453,30231254789,0,0,0,284000,424101000,3392808000,0.00,12574451,18559836502,0,7715019,0,12574451,18559836502,0,0,0,176000,260368000,2082944000,38.02,12380969,18447613629,0,0,0,21,2505,0,0,0,173000,258794000,2070352000,0.00,2934,2612,322
liburing16_32G_4800Mbit,58769.12230421,58837.125698237,1000,2,0,1000,1000,16,2048,0,12883351,12883335,16,12883335,12883335,0,2059095,68.113467,67.74741,5.90356,61.984385,98,378000,384000,20,2458,0,0,0,20575115,30656892616,0,0,0,302000,450088000,3600704000,0.00,12883335,19015749280,0,7691798,0,12883335,19015749280,0,0,0,189000,279179000,2233432000,37.38,12586307,18753567248,0,0,0,21,2500,0,0,0,184000,275330000,2202640000,0.00,4323,3271,1052
liburing16_32G_4800Mbit,58839.130666218,58908.915339267,1000,2,0,1000,1000,16,2048,0,14118941,14118941,0,14118941,14118941,0,2370712,69.784673,68.662587,6.210145,62.452442,98,404000,411000,21,2498,0,0,0,20245968,30166462136,0,0,0,290000,432283000,3458264000,0.00,14118941,20839503732,0,6127044,0,14118941,20839503732,0,0,0,202000,298628000,2389024000,30.26,13829141,20605389906,0,0,0,21,2498,0,0,0,198000,295273000,2362184000,0.00,4766,4338,428
liburing16_32G_4800Mbit,58910.920042908,58976.982908414,1000,2,0,1000,1000,16,2048,0,11306785,11306785,0,11306785,11306785,0,1746424,66.62865,65.136903,4.464966,60.671937,98,342000,347000,21,2505,0,0,0,21019301,31318726883,0,0,0,318000,474080000,3792640000,0.00,11306785,16688761483,0,9712533,0,11306785,16688761483,0,0,0,171000,252622000,2020976000,46.21,11181636,16660608904,0,0,0,20,2463,0,0,0,169000,252196000,2017568000,0.00,3164,2158,1006
liburing16_32G_4800Mbit,58978.987754018,59049.473402441,1000,2,0,1000,1000,16,2048,0,13971752,13971752,0,13971752,13971752,0,2418786,70.485648,69.311574,5.596943,63.714631,98,396000,403000,22,2546,0,0,0,20525608,30583122869,0,0,0,291000,433895000,3471160000,0.00,13971752,20622252778,0,6553872,0,13971752,20622252778,0,0,0,198000,292576000,2340608000,31.93,13761981,20505322958,0,0,0,21,2532,0,0,0,195000,290917000,2327336000,0.00,3793,3139,654
liburing16_32G_4800Mbit,59051.478354811,59121.62576879,1000,2,0,1000,1000,16,2048,0,14224789,14224789,0,14224789,14224789,0,2392848,69.584222,68.563390,5.784553,62.778837,98,408000,414000,22,2545,0,0,0,20816680,31016821569,0,0,0,299000,445746000,3565968000,0.00,14224789,20995735386,0,6591907,0,14224789,20995735386,0,0,0,204000,301732000,2413856000,31.67,13995385,20853093467,0,0,0,21,2503,0,0,0,201000,299682000,2397456000,0.00,3816,3309,507
liburing32_32G_4800Mbit,59135.367706131,59205.163392132,1000,2,0,1000,1000,32,2048,0,15676525,15676493,32,15676493,15676493,0,1346425,69.795686,68.369118,5.712187,62.656931,97,449000,458000,21,2494,0,0,0,20941052,31202135877,0,0,0,300000,447054000,3576432000,0.00,15676493,23138450484,0,5264576,0,15676493,23138450484,0,0,0,224000,331520000,2652160000,25.14,15334462,22848318200,0,0,0,21,2494,0,0,0,219000,327363000,2618904000,0.00,3387,2979,408
liburing32_32G_4800Mbit,59207.168658803,59275.288715631,1000,2,0,1000,1000,32,2048,0,14446841,14446841,0,14446841,14446841,0,1213116,68.120056,66.888146,5.161000,61.727146,98,424000,431000,22,2547,0,0,0,20973070,31249836977,0,0,0,307000,458746000,3669968000,0.00,14446841,21323479871,0,6526245,0,14446841,21323479871,0,0,0,212000,313028000,2504224000,31.12,14188375,21140642850,0,0,0,22,2547,0,0,0,208000,310344000,2482752000,0.00,2611,1954,657
liburing32_32G_4800Mbit,59277.293562991,59345.993189263,1000,2,0,1000,1000,32,2048,0,14427145,14427145,0,14427145,14427145,0,1232242,68.699626,67.460450,5.167767,62.292683,98,420000,427000,22,2539,0,0,0,21021652,31322227006,0,0,0,305000,455934000,3647472000,0.00,14427145,21294411413,0,6594522,0,14427145,21294411413,0,0,0,210000,309966000,2479728000,31.37,14100842,21010222949,0,0,0,22,2539,0,0,0,205000,305830000,2446640000,0.00,3474,2764,710
liburing32_32G_4800Mbit,59347.998111723,59416.913362691,1000,2,0,1000,1000,32,2048,0,15734601,15734601,0,15734601,15734601,0,1338784,68.915250,67.802842,5.890063,61.912779,98,456000,464000,22,2547,0,0,0,20964364,31236870731,0,0,0,304000,453266000,3626128000,0.00,15734601,23224217902,0,5229779,0,15734601,23224217902,0,0,0,228000,336998000,2695984000,24.95,15330351,22842191361,0,0,0,22,2547,0,0,0,222000,331454000,2651632000,0.00,3069,2633,436
liburing32_32G_4800Mbit,59418.918218080,59487.848711139,1000,2,0,1000,1000,32,2048,0,14849364,14849364,0,14849364,14849364,0,1271388,68.930493,67.905719,5.140297,62.765422,98,430000,437000,22,2544,0,0,0,20949928,31215361089,0,0,0,303000,452855000,3622840000,0.00,14849364,21917608085,0,6100580,0,14849364,21917608085,0,0,0,215000,317969000,2543752000,29.12,14616222,21778139149,0,0,0,22,2544,0,0,0,212000,315945000,2527560000,0.00,3112,2502,610
liburing64_32G_4800Mbit,59502.164457539,59571.549714524,1000,2,0,1000,1000,64,2048,0,16820570,16820506,64,16820506,16820506,0,775037,69.385256,68.157889,5.372618,62.785271,98,484000,493000,21,2501,0,0,0,21422706,31919801757,0,0,0,308000,460038000,3680304000,0.00,16820506,24827013676,0,4602217,0,16820506,24827013676,0,0,0,242000,357815000,2862520000,21.48,16430492,24481402897,0,0,0,21,2501,0,0,0,236000,352834000,2822672000,0.00,2352,1841,511
liburing64_32G_4800Mbit,59573.554882027,59641.558385776,1000,2,0,1000,1000,64,2048,0,16477057,16477057,0,16477057,16477057,0,744286,68.3503,66.933094,5.280085,61.653009,98,484000,492000,23,2585,0,0,0,21477743,32001803993,0,0,0,315000,470594000,3764752000,0.00,16477057,24320082954,0,5000701,0,16477057,24320082954,0,0,0,242000,357632000,2861056000,23.28,16092147,23977268849,0,0,0,21,2501,0,0,0,236000,352591000,2820728000,0.00,2268,1844,424
liburing64_32G_4800Mbit,59643.563193485,59711.775889774,1000,2,0,1000,1000,64,2048,0,16113298,16113298,0,16113298,16113298,0,729024,68.212696,66.996510,5.213979,61.782531,98,472000,481000,24,2649,0,0,0,21558852,32122652140,0,0,0,316000,470923000,3767384000,0.00,16113298,23783168981,0,5445570,0,16113298,23783168981,0,0,0,236000,348665000,2789320000,25.26,15791528,23529342276,0,0,0,22,2565,0,0,0,231000,344944000,2759552000,0.00,1927,1529,398
liburing64_32G_4800Mbit,59713.781223133,59781.963053878,1000,2,0,1000,1000,64,2048,0,16218772,16218772,0,16218772,16218772,0,714900,68.181830,67.185141,5.91350,62.93791,98,475000,482000,23,2582,0,0,0,21509403,32048977393,0,0,0,315000,470057000,3760456000,0.00,16218772,23938854291,0,5290646,0,16218772,23938854291,0,0,0,237000,351107000,2808856000,24.60,15892346,23679563911,0,0,0,22,2540,0,0,0,233000,347304000,2778432000,0.00,1794,1434,360
liburing64_32G_4800Mbit,59783.968260591,59852.156549750,1000,2,0,1000,1000,64,2048,0,16651608,16651608,0,16651608,16651608,0,713626,68.188289,67.178714,5.183883,61.994831,98,488000,495000,23,2589,0,0,0,21386218,31865431740,0,0,0,313000,467317000,3738536000,0.00,16651608,24577720231,0,4734625,0,16651608,24577720231,0,0,0,244000,360440000,2883520000,22.14,16256135,24221612414,0,0,0,20,2463,0,0,0,238000,355218000,2841744000,0.00,1860,1546,314
liburing128_32G_4800Mbit,59866.464122491,59932.658205144,1000,2,0,1000,1000,128,2048,0,16936352,16936224,128,16936224,16936224,0,420641,66.194082,65.301888,5.246600,60.55288,98,511000,518000,21,2506,0,0,0,21568576,32137148058,0,0,0,325000,485499000,3883992000,0.00,16936224,24997813450,0,4632369,0,16936224,24997813450,0,0,0,255000,377644000,3021152000,21.48,16623364,24768782178,0,0,0,21,2506,0,0,0,251000,374184000,2993472000,0.00,996,754,242
liburing128_32G_4800Mbit,59934.662968442,60000.983206139,1000,2,0,1000,1000,128,2048,0,17065110,17065110,0,17065110,17065110,0,430026,66.320237,65.324879,5.126772,60.198107,98,514000,522000,22,2544,0,0,0,21502640,32038897696,0,0,0,324000,483095000,3864760000,0.00,17065110,25188046331,0,4437546,0,17065110,25188046331,0,0,0,257000,379795000,3038360000,20.64,16600088,24734099535,0,0,0,20,2460,0,0,0,250000,372950000,2983600000,0.00,1144,846,298
liburing128_32G_4800Mbit,60002.987950799,60070.222923630,1000,2,0,1000,1000,128,2048,0,17114284,17114284,0,17114284,17114284,0,445306,67.234972,66.103887,4.919250,61.184637,98,509000,517000,22,2546,0,0,0,21572365,32142790795,0,0,0,320000,478073000,3824584000,0.00,17114284,25260628583,0,4458097,0,17114284,25260628583,0,0,0,254000,375712000,3005696000,20.67,16734365,24934173666,0,0,0,21,2504,0,0,0,248000,370856000,2966848000,0.00,1382,995,387
liburing128_32G_4800Mbit,60072.227916338,60139.140342144,1000,2,0,1000,1000,128,2048,0,16647922,16647922,0,16647922,16647922,0,428116,66.912425,66.16343,5.216901,60.799442,98,497000,504000,22,2541,0,0,0,21661683,32275876040,0,0,0,323000,482363000,3858904000,0.00,16647922,24572279691,0,5013777,0,16647922,24572279691,0,0,0,248000,367232000,2937856000,23.15,16294693,24279063836,0,0,0,20,2457,0,0,0,243000,362850000,2902800000,0.00,1267,796,471
liburing128_32G_4800Mbit,60141.145170153,60207.538598453,1000,2,0,1000,1000,128,2048,0,16798404,16798404,0,16798404,16798404,0,429248,66.393428,65.530825,4.999251,60.531574,98,506000,512000,21,2499,0,0,0,21516480,32059525019,0,0,0,324000,482875000,3863000000,0.00,16798404,24794391124,0,4718093,0,16798404,24794391124,0,0,0,253000,373448000,2987584000,21.93,16431886,24483479959,0,0,0,21,2499,0,0,0,247000,368765000,2950120000,0.00,1205,916,289
liburing256_32G_4800Mbit,60221.864945572,60286.550458789,1000,2,0,1000,1000,256,2048,0,16741477,16741221,256,16741221,16741221,0,217119,64.685513,63.773254,4.721067,59.52187,98,517000,525000,20,2461,0,0,0,21748218,32404814663,0,0,0,336000,500963000,4007704000,0.00,16741221,24709989019,0,5007015,0,16741221,24709989019,0,0,0,258000,382004000,3056032000,23.02,16488543,24567897440,0,0,0,22,2545,0,0,0,254000,379808000,3038464000,0.00,456,297,159
